,pos1,pos2,dis,path,relative_dir
4392,"(8, 10)","(17, 4)",15,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (17, 4)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (17, 5), (17, 4)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (17, 5), (17, 4)]]","['right', 'up']"
4393,"(8, 10)","(17, 5)",14,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (17, 5)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (17, 5)]]","['right', 'up']"
4394,"(8, 10)","(17, 6)",13,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6)]]","['right', 'up']"
4395,"(8, 10)","(17, 7)",12,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7)]]","['right', 'up']"
4396,"(8, 10)","(17, 8)",11,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8)]]","['right', 'up']"
4397,"(8, 10)","(17, 10)",13,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)]]",['right']
4398,"(8, 10)","(18, 2)",18,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2)]]","['right', 'up']"
4399,"(8, 10)","(18, 6)",14,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6)]]","['right', 'up']"
4400,"(8, 10)","(18, 10)",14,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)]]",['right']
4401,"(8, 10)","(19, 2)",19,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3), (19, 2)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3), (19, 2)]]","['right', 'up']"
4402,"(8, 10)","(19, 3)",18,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3)]]","['right', 'up']"
4403,"(8, 10)","(19, 4)",17,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)]]","['right', 'up']"
4404,"(8, 10)","(19, 5)",16,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5)]]","['right', 'up']"
4405,"(8, 10)","(19, 6)",15,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6)]]","['right', 'up']"
4406,"(8, 10)","(19, 7)",16,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 7)]]","['right', 'up']"
4407,"(8, 10)","(19, 8)",17,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10), (19, 9), (19, 8)]]","['right', 'up']"
4408,"(8, 10)","(19, 9)",16,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10), (19, 9)]]","['right', 'up']"
4409,"(8, 10)","(19, 10)",15,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)]]",['right']
4410,"(9, 2)","(2, 2)",11,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2)]]",['left']
4411,"(9, 2)","(2, 3)",12,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2), (2, 3)]]","['left', 'down']"
4412,"(9, 2)","(2, 4)",13,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4)]]","['left', 'down']"
4413,"(9, 2)","(2, 5)",12,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 5)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5)]]","['left', 'down']"
4414,"(9, 2)","(2, 6)",11,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6)]]","['left', 'down']"
4415,"(9, 2)","(2, 7)",12,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7)]]","['left', 'down']"
4416,"(9, 2)","(2, 8)",13,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)]]","['left', 'down']"
4417,"(9, 2)","(2, 9)",14,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9)]]","['left', 'down']"
4418,"(9, 2)","(2, 10)",15,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10)]]","['left', 'down']"
4419,"(9, 2)","(3, 2)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2)]]",['left']
4420,"(9, 2)","(3, 6)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (3, 6)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6)]]","['left', 'down']"
4421,"(9, 2)","(3, 10)",14,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)]]","['left', 'down']"
4422,"(9, 2)","(4, 2)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2)]]",['left']
4423,"(9, 2)","(4, 4)",7,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4)]]","['left', 'down']"
4424,"(9, 2)","(4, 5)",8,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5)]]","['left', 'down']"
4425,"(9, 2)","(4, 6)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6)]]","['left', 'down']"
4426,"(9, 2)","(4, 7)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (4, 7)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (4, 7)]]","['left', 'down']"
4427,"(9, 2)","(4, 8)",11,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6), (4, 7), (4, 8)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (4, 8)]]","['left', 'down']"
4428,"(9, 2)","(4, 10)",13,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10)]]","['left', 'down']"
4429,"(9, 2)","(5, 2)",8,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2)]]",['left']
4430,"(9, 2)","(5, 3)",7,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4), (5, 3)]]","['left', 'down']"
4431,"(9, 2)","(5, 4)",6,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4), (5, 4)]]","['left', 'down']"
4432,"(9, 2)","(5, 6)",8,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6)]]","['left', 'down']"
4433,"(9, 2)","(5, 8)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8)]]","['left', 'down']"
4434,"(9, 2)","(5, 9)",11,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9)]]","['left', 'down']"
4435,"(9, 2)","(5, 10)",12,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10)]]","['left', 'down']"
4436,"(9, 2)","(6, 4)",5,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (6, 4)]]","['left', 'down']"
4437,"(9, 2)","(6, 6)",7,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (6, 6)]]","['left', 'down']"
4438,"(9, 2)","(6, 8)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (6, 8)]]","['left', 'down']"
4439,"(9, 2)","(7, 2)",2,"[[(9, 2), (8, 2), (7, 2)]]",['left']
4440,"(9, 2)","(7, 3)",3,"[[(9, 2), (8, 2), (7, 2), (7, 3)]]","['left', 'down']"
4441,"(9, 2)","(7, 4)",4,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4)]]","['left', 'down']"
4442,"(9, 2)","(7, 5)",5,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5)]]","['left', 'down']"
4443,"(9, 2)","(7, 6)",6,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6)]]","['left', 'down']"
4444,"(9, 2)","(7, 7)",7,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7)]]","['left', 'down']"
4445,"(9, 2)","(7, 8)",8,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8)]]","['left', 'down']"
4446,"(9, 2)","(7, 9)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9)]]","['left', 'down']"
4447,"(9, 2)","(7, 10)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10)]]","['left', 'down']"
4448,"(9, 2)","(8, 2)",1,"[[(9, 2), (8, 2)]]",['left']
4449,"(9, 2)","(8, 4)",5,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4)]]","['left', 'down']"
4450,"(9, 2)","(8, 8)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8)]]","['left', 'down']"
4451,"(9, 2)","(8, 10)",11,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10)]]","['left', 'down']"
4452,"(9, 2)","(9, 4)",6,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4)]]",
4453,"(9, 2)","(9, 6)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (9, 6)]]",
4454,"(9, 2)","(9, 8)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8)]]",
4455,"(9, 2)","(9, 10)",12,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10)]]",
4456,"(9, 2)","(10, 2)",1,"[[(9, 2), (10, 2)]]",['right']
4457,"(9, 2)","(10, 4)",7,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4)]]","['right', 'down']"
4458,"(9, 2)","(10, 5)",8,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5)]]","['right', 'down']"
4459,"(9, 2)","(10, 6)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6)]]","['right', 'down']"
4460,"(9, 2)","(10, 8)",11,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8)]]","['right', 'down']"
4461,"(9, 2)","(10, 10)",13,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10)]]","['right', 'down']"
4462,"(9, 2)","(11, 2)",2,"[[(9, 2), (10, 2), (11, 2)]]",['right']
4463,"(9, 2)","(11, 4)",8,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4)]]","['right', 'down']"
4464,"(9, 2)","(11, 5)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5)]]","['right', 'down']"
4465,"(9, 2)","(11, 6)",10,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5), (11, 6)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (11, 6)]]","['right', 'down']"
4466,"(9, 2)","(11, 8)",12,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8)]]","['right', 'down']"
4467,"(9, 2)","(11, 10)",14,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10)]]","['right', 'down']"
4468,"(9, 2)","(12, 2)",3,"[[(9, 2), (10, 2), (11, 2), (12, 2)]]",['right']
4469,"(9, 2)","(12, 4)",9,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4)], [(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (13, 4), (12, 4)]]","['right', 'down']"
4470,"(9, 2)","(12, 6)",11,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (12, 6)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5), (11, 6), (12, 6)], [(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (11, 6), (12, 6)]]","['right', 'down']"
4471,"(9, 2)","(12, 8)",13,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)], [(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8)]]","['right', 'down']"
4472,"(9, 2)","(12, 10)",15,"[[(9, 2), (8, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10)], [(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10)]]","['right', 'down']"
4473,"(9, 2)","(13, 2)",4,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2)]]",['right']
4474,"(9, 2)","(13, 4)",8,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (13, 4)]]","['right', 'down']"
4475,"(9, 2)","(13, 8)",12,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (13, 8)]]","['right', 'down']"
4476,"(9, 2)","(13, 10)",14,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10)]]","['right', 'down']"
4477,"(9, 2)","(14, 2)",5,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2)]]",['right']
4478,"(9, 2)","(14, 3)",6,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3)]]","['right', 'down']"
4479,"(9, 2)","(14, 4)",7,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4)]]","['right', 'down']"
4480,"(9, 2)","(14, 5)",8,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5)]]","['right', 'down']"
4481,"(9, 2)","(14, 6)",9,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6)]]","['right', 'down']"
4482,"(9, 2)","(14, 7)",10,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7)]]","['right', 'down']"
4483,"(9, 2)","(14, 8)",11,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8)]]","['right', 'down']"
4484,"(9, 2)","(14, 9)",12,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9)]]","['right', 'down']"
4485,"(9, 2)","(14, 10)",13,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10)]]","['right', 'down']"
4486,"(9, 2)","(15, 4)",8,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4)]]","['right', 'down']"
4487,"(9, 2)","(15, 6)",10,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (15, 6)]]","['right', 'down']"
4488,"(9, 2)","(15, 8)",12,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8)]]","['right', 'down']"
4489,"(9, 2)","(16, 2)",11,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2)]]",['right']
4490,"(9, 2)","(16, 3)",10,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (16, 4), (16, 3)]]","['right', 'down']"
4491,"(9, 2)","(16, 4)",9,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (16, 4)]]","['right', 'down']"
4492,"(9, 2)","(16, 6)",11,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (15, 6), (16, 6)]]","['right', 'down']"
4493,"(9, 2)","(16, 8)",13,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8)]]","['right', 'down']"
4494,"(9, 2)","(16, 9)",14,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9)]]","['right', 'down']"
4495,"(9, 2)","(16, 10)",15,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)]]","['right', 'down']"
4496,"(9, 2)","(17, 2)",12,"[[(9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2)]]",['right']
